SKU,Nombre Corto,Atributo,Stock,Fecha de Modificación,Precio Promedio
5031404,ARETES SUPERNOVA J15487,Negro,1,2018-02-01,0
5031421,ARETES DEVINA CHIC J15495,Negro,1,2018-02-01,0
5031438,SET ARETES DUO BENDIT J15507,Negro,2,2018-02-01,0
5031448,COLECCION SIANNA MAGIC J15518,Negro,1,2018-02-01,0
5031490,SET ARETES ARANTXA J15561,Negro,1,2018-02-01,0
5031524,PULSERA BENDIZZI J15590,Negro,4,2018-02-01,0
5031533,ARETES BASIC PLAKE J15679,Negro,1,2018-02-01,0
5031541,COLECCION GEM CRISTAL J15687,Negro,2,2018-02-01,0
5031550,SET ARETES COLOR EXPLODE J15696,Negro,1,2018-02-01,0
5031551,PULSERA VIRGEN DE FATIMA J15697,Negro,3,2018-02-01,0
5031572,SET ARGOLLAS ELEMENTAL J15851,Negro,2,2018-02-01,0
5031573,ARETES LOVE ELEMENT J15852,Negro,1,2018-02-01,0
5031581,ARETES CRISTALLI CHIC J15855,Negro,3,2018-02-01,0
5031584,ARETES RUBI LOVE J15858,Negro,1,2018-02-01,0
5031612,ARETES BELLE CHIC J15887,Negro,1,2018-02-01,0
5031622,ARETES OPULENCE GLAM J15710,Negro,1,2018-02-01,0
5031655,COLECCION ECLECTIC GLOW J15730,Negro,2,2018-02-01,0
5031692,ARETES ENIGMATICK,Negro,1,2018-02-01,0
5031698,CADENA BONICCELI J15770,Negro,3,2018-02-01,0
5031703,COLLAR CRISTALINE GLAM,Negro,1,2018-02-01,0
5031704,ARETES CRISTALINE GLAM,Negro,1,2018-02-01,0
5031707,PULSERA CRISTALINE GLAM,Negro,1,2018-02-01,0
5031710,ARGOLLAS OLYMPIA,Negro,4,2018-02-01,0
5031723,PULSERA YAIZA STAR,Negro,1,2018-02-01,0
5031724,SET ARETES YAIZA STAR,Negro,2,2018-02-01,0
5031753,COLECCION IMMA LOVE J15817,Negro,1,2018-02-01,0
5031771,ARETES CATERINA CRYSTAL,Negro,2,2018-02-01,0
5031811,COLECCION SENSITY GLAM J16063,Negro,2,2018-02-01,0
5031820,SET ARETES MIX CRISTAL J16067,Negro,1,2018-02-01,0
5031842,ARETES OVALDINE DUO J15878,Negro,1,2018-02-01,0
5031900,ARETES TOSCANE,Negro,1,2018-02-01,0
5031913,COLECCIÓN LOVE ROMANCE,Negro,1,2018-02-01,0
5031922,ARETES ALEXA BLANC,Negro,1,2018-02-01,0
5032061,COLECCION TREBOLLI CRYSTAL J16236,Negro,1,2018-02-01,0
5032099,ARETES LOVE POP J16249,Negro,2,2018-02-01,0
5032102,COLECCION INITIAL GLAM ?C? J16252,Negro,1,2018-02-01,0
5032117,COLECCION INITIAL GLAM ?R? J16267,Negro,1,2018-02-01,0
5032202,ARETES GLAZE EN DORE J16429,Negro,1,2018-02-01,0
5032203,ARETES BELLE LOVE J16430,Negro,1,2018-02-01,0
5032241,COLLAR YAIZA STAR,Negro,1,2018-02-01,0
5032242,ARETES YAIZA STAR,Negro,1,2018-02-01,0
5032245,ARETES ETERNI LOVE,Negro,7,2018-02-01,0
5032248,SET ARETES ISABELLE,Negro,1,2018-02-01,0
5032251,ARETES DELAILA,Negro,1,2018-02-01,0
5032260,COLECCIÓN FLORENCE,Negro,1,2018-02-01,0
5032281,ARETES BUHO LOVE,Negro,2,2018-02-01,0
5032289,COLECCIÓN FRESI BERRY,Negro,1,2018-02-01,0
5032290,SET ARETES FRESY BERRY,Negro,1,2018-02-01,0
5058970,SET ARETES PASTEL PARTY,Negro,1,2018-02-01,0
6120713,COLLAR STAR CHIC,Negro,1,2018-02-01,0
675028654,SET ARETES NINETTE,Negro,1,2018-02-01,0
7777777,COLLAR AMOR DELICAT,Negro,1,2018-02-01,0
8888888,ARETES BOUQUETTE,Negro,1,2018-02-01,0
9999999,COLLAR SOLAZZE,Negro,1,2018-02-01,0
